model,graph_size,scenario,start_name,start_node,goal,proposed_path,path_valid,hallucinated_edge,correct,declared_no_path,incomplete,agent_hops,derived_steps,baseline_reachable,baseline_hops,bloodhound_reachable,bloodhound_hops,beats_bloodhound,matches_baseline,optimal,tool_calls,steps,max_steps,time_seconds,prompt_tokens,completion_tokens,cost_usd,attempts,error
gemini-3.1-flash-lite,819,planted:PLANT_B_START,PLANT_B_START@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-900011,DOMAIN ADMINS,PLANT_B_START@ARIADNE.LOCAL -> PLANT_B_VICTIM@ARIADNE.LOCAL -> PLANT_B_MIDGROUP@ARIADNE.LOCAL -> DOMAIN ADMINS@ARIADNE.LOCAL,True,False,True,False,False,3,0,True,3,True,3,False,True,True,5,6,20,22.831,12653,416,0.0,1,
gemini-3.1-flash-lite,819,planted:PLANT_B_VICTIM,PLANT_B_VICTIM@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-900012,DOMAIN ADMINS,PLANT_B_VICTIM@ARIADNE.LOCAL -> PLANT_B_MIDGROUP@ARIADNE.LOCAL -> DOMAIN ADMINS@ARIADNE.LOCAL,True,False,True,False,False,2,0,True,2,True,2,False,True,True,4,5,20,20.7,10126,312,0.0,1,
gemini-3.1-flash-lite,819,planted:PLANT_C_START,PLANT_C_START@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-900021,DOMAIN ADMINS,PLANT_C_START@ARIADNE.LOCAL -> PLANT_C_HOST.ARIADNE.LOCAL -> S-1-5-21-3653228291-3290358181-2571306751-900022 -> PLANT_C_MIDGROUP@ARIADNE.LOCAL -> DOMAIN ADMINS@ARIADNE.LOCAL,True,False,True,False,False,4,1,True,4,False,-1,True,True,True,6,7,20,33.25,15879,624,0.0,1,
gemini-3.1-flash-lite,819,planted:PLANT_C_SVC,PLANT_C_SVC@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-900022,DOMAIN ADMINS,PLANT_C_SVC@ARIADNE.LOCAL -> PLANT_C_MIDGROUP@ARIADNE.LOCAL -> DOMAIN ADMINS@ARIADNE.LOCAL,True,False,True,False,False,2,0,True,2,True,2,False,True,True,4,5,20,21.034,10086,304,0.0,1,
gemini-3.1-flash-lite,819,planted:PLANT_D_START,PLANT_D_START@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-900031,DOMAIN ADMINS,PLANT_D_START@ARIADNE.LOCAL -> PLANT_D_HOST.ARIADNE.LOCAL -> DOMAIN ADMINS@ARIADNE.LOCAL,True,False,True,False,False,2,1,True,2,False,-1,True,True,True,5,6,20,23.924,12633,318,0.0,1,
gemini-3.1-flash-lite,819,planted:PLANT_E_START,PLANT_E_START@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-900041,DOMAIN ADMINS,PLANT_E_START@ARIADNE.LOCAL -> PLANT_E_CA.ARIADNE.LOCAL -> DOMAIN ADMINS@ARIADNE.LOCAL,True,False,True,False,False,2,1,True,2,False,-1,True,True,True,5,6,20,24.792,12634,318,0.0,1,
gemini-3.1-flash-lite,819,planted:PLANT_F_START,PLANT_F_START@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-900051,DOMAIN ADMINS,PLANT_F_START@ARIADNE.LOCAL -> PLANT_F_HOST.ARIADNE.LOCAL -> S-1-5-21-3653228291-3290358181-2571306751-900052 -> PLANT_F_MIDGROUP@ARIADNE.LOCAL -> DOMAIN ADMINS@ARIADNE.LOCAL,True,False,True,False,False,4,1,True,4,False,-1,True,True,True,6,7,20,32.999,15878,624,0.0,1,
gemini-3.1-flash-lite,819,planted:PLANT_F_SVC,PLANT_F_SVC@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-900052,DOMAIN ADMINS,PLANT_F_SVC@ARIADNE.LOCAL -> PLANT_F_MIDGROUP@ARIADNE.LOCAL -> DOMAIN ADMINS@ARIADNE.LOCAL,True,False,True,False,False,2,0,True,2,True,2,False,True,True,4,5,20,21.631,10086,304,0.0,1,
gemini-3.1-flash-lite,819,random:USER0546,USER0546@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-1725,DOMAIN ADMINS,Maximum reasoning steps exceeded.,False,False,False,False,True,-1,0,True,6,True,6,False,False,False,19,20,20,83.355,100362,1299,0.0,1,
gemini-3.1-flash-lite,819,random:USER0374,USER0374@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-1553,DOMAIN ADMINS,Maximum reasoning steps exceeded.,False,False,False,False,True,-1,0,True,7,True,8,False,False,False,18,20,20,85.158,106313,1446,0.0,1,
gemini-3.1-flash-lite,819,random:USER0584,USER0584@ARIADNE.LOCAL,S-1-5-21-3653228291-3290358181-2571306751-1763,DOMAIN ADMINS,Maximum reasoning steps exceeded.,False,False,False,False,True,-1,0,True,5,True,5,False,False,False,20,20,20,89.875,109333,1196,0.0,1,
